COD_CHAVE;DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;SG_UF;SG_UE;NM_UE;CD_CARGO;DS_CARGO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NR_FEDERACAO;NM_FEDERACAO;SG_FEDERACAO;DS_COMPOSICAO_FEDERACAO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;CD_SITUACAO_LEGENDA;DS_SITUACAO
700016811285008;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;DF;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;70001681128;#NULO#;PSOL/REDE;D;DEFERIDO
1200016816812307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MS;MS;MATO GROSSO DO SUL;7;DEPUTADO ESTADUAL;FEDERAÇÃO;23;CIDADANIA;CIDADANIA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;1,20002E+11;#NULO#;PSDB/CIDADANIA;D;DEFERIDO
2800016813611901;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;544;Eleição Geral Federal 2022;02/10/2022;BR;BR;BRASIL;1;PRESIDENTE;COLIGAÇÃO;19;PODE;PODEMOS;-1;#NULO#;#NULO#;#NULO#;2,80002E+11;Coligação Brasil para Todos;MDB / PSDB/CIDADANIA / PODE;D;DEFERIDO
1300016851101310;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MG;MG;MINAS GERAIS;10;2º SUPLENTE;COLIGAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,30002E+11;JUNTOS PELO POVO DE MINAS GERAIS ;PSD / PSB / PT/PC DO B/PV;D;DEFERIDO
2000016814051303;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RN;RN;RIO GRANDE DO NORTE;3;GOVERNADOR;COLIGAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;2,00002E+11;O MELHOR VAI COMEÇAR!;PT/PC DO B/PV / PDT / MDB / PROS / REPUBLICANOS;D;DEFERIDO
2200016851163307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RO;RO;RONDÔNIA;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;-1;#NULO#;#NULO#;#NULO#;2,20002E+11;#NULO#;PMN;D;DEFERIDO
1100016840841909;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MT;MT;MATO GROSSO;9;1º SUPLENTE;COLIGAÇÃO;19;PODE;PODEMOS;-1;#NULO#;#NULO#;#NULO#;1,10002E+11;Coligação Mato Grosso Avançando, Sua Vida Melhorando;PSDB/CIDADANIA / UNIÃO / REPUBLICANOS / PROS / PL / PODE / MDB / PSB;D;DEFERIDO
2500016816171303;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SP;SP;SÃO PAULO;3;GOVERNADOR;COLIGAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;2,50002E+11;Juntos por São Paulo;PT/PC DO B/PV / PSB / PSOL/REDE / AGIR;D;DEFERIDO
1600016852162707;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PR;PR;PARANÁ;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;27;DC;DEMOCRACIA CRISTÃ;-1;#NULO#;#NULO#;#NULO#;1,60002E+11;#NULO#;DC;D;DEFERIDO
1500016852745106;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PB;PB;PARAÍBA;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;51;PATRIOTA;PATRIOTA;-1;#NULO#;#NULO#;#NULO#;1,50002E+11;#NULO#;PATRIOTA;D;DEFERIDO
1100016853301304;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MT;MT;MATO GROSSO;4;VICE-GOVERNADOR;COLIGAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,10002E+11;PARA CUIDAR DAS PESSOAS;PT/PC DO B/PV / PP / PSD / SOLIDARIEDADE;D;DEFERIDO
800016853681403;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;ES;ES;ESPÍRITO SANTO;3;GOVERNADOR;COLIGAÇÃO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;80001685368;ESPIRITO SANTO DE TODOS OS CAPIXABAS;PTB / PL;D;DEFERIDO
300016810371106;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AP;AP;AMAPÁ;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;-1;#NULO#;#NULO#;#NULO#;30001681037;#NULO#;PP;D;DEFERIDO
2700016830621106;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;TO;TO;TOCANTINS;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;-1;#NULO#;#NULO#;#NULO#;2,70002E+11;#NULO#;PP;D;DEFERIDO
1900016813211907;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RJ;RJ;RIO DE JANEIRO;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;19;PODE;PODEMOS;-1;#NULO#;#NULO#;#NULO#;1,90002E+11;#NULO#;PODE;D;DEFERIDO
900016834111007;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;GO;GO;GOIÁS;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;10;REPUBLICANOS;REPUBLICANOS;-1;#NULO#;#NULO#;#NULO#;90001683411;#NULO#;REPUBLICANOS;D;DEFERIDO
1600016817347704;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PR;PR;PARANÁ;4;VICE-GOVERNADOR;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;-1;#NULO#;#NULO#;#NULO#;1,60002E+11;A MUDANÇA NÃO PARA. PRA FRENTE PARANÁ;REPUBLICANOS / MDB / SOLIDARIEDADE / PL / PSD / UNIÃO / PMB / PP / AGIR / PROS / PTB;D;DEFERIDO
800016853822803;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;ES;ES;ESPÍRITO SANTO;3;GOVERNADOR;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;80001685382;#NULO#;PRTB;D;DEFERIDO
600016812054006;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;CE;CE;CEARÁ;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;60001681205;#NULO#;PSB;D;DEFERIDO
100016830664005;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AC;AC;ACRE;5;SENADOR;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;10001683066;#NULO#;PSB;D;DEFERIDO
100016830664009;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AC;AC;ACRE;9;1º SUPLENTE;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;10001683066;#NULO#;PSB;D;DEFERIDO
1500016816884003;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PB;PB;PARAÍBA;3;GOVERNADOR;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;1,50002E+11;JUNTOS PELA PARAÍBA;PSB / AGIR / PP / AVANTE / PMN / PSD / SOLIDARIEDADE / PODE / REPUBLICANOS / PATRIOTA;D;DEFERIDO
1500016852734005;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PB;PB;PARAÍBA;5;SENADOR;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;1,50002E+11;JUNTOS PELA PARAÍBA;PP / PODE / PMN / AGIR / PSB / PSD / AVANTE;D;DEFERIDO
1400016853833610;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PA;PA;PARÁ;10;2º SUPLENTE;PARTIDO ISOLADO;36;AGIR;AGIR;-1;#NULO#;#NULO#;#NULO#;1,40002E+11;#NULO#;AGIR;D;DEFERIDO
700016822693610;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;DF;DF;DISTRITO FEDERAL;10;2º SUPLENTE;COLIGAÇÃO;36;AGIR;AGIR;-1;#NULO#;#NULO#;#NULO#;70001682269;Unidos pelo DF;MDB / PP / PL / PROS / AGIR / AVANTE;D;DEFERIDO
2500016816181405;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SP;SP;SÃO PAULO;5;SENADOR;COLIGAÇÃO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;2,50002E+11;São Paulo Pode Mais;PTB / PSD / PSC / PMN / PL / REPUBLICANOS;D;DEFERIDO
800016853536510;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;ES;ES;ESPÍRITO SANTO;10;2º SUPLENTE;COLIGAÇÃO;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;80001685353;JUNTOS POR UM ESPÍRITO SANTO MAIS FORTE;PSDB/CIDADANIA / MDB / PT/PC DO B/PV / PP / PDT / PODE / PROS / PSB;D;DEFERIDO
1800016812206503;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PI;PI;PIAUÍ;3;GOVERNADOR;COLIGAÇÃO;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,80002E+11;A FORÇA DO POVO;PT/PC DO B/PV / MDB / PSD / SOLIDARIEDADE / PSB / PROS / AGIR;D;DEFERIDO
2600016837487710;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SE;SE;SERGIPE;10;2º SUPLENTE;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;-1;#NULO#;#NULO#;#NULO#;2,60002E+11;SERGIPE DA ESPERANÇA;PT/PC DO B/PV / MDB / SOLIDARIEDADE / PSB;D;DEFERIDO
1900016814728007;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RJ;RJ;RIO DE JANEIRO;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;-1;#NULO#;#NULO#;#NULO#;1,90002E+11;#NULO#;UP;D;DEFERIDO
2000016810198007;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RN;RN;RIO GRANDE DO NORTE;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;-1;#NULO#;#NULO#;#NULO#;2,00002E+11;#NULO#;UP;DR;DEFERIDO COM RECURSO
1800016811072206;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PI;PI;PIAUÍ;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;22;PL;PARTIDO LIBERAL;-1;#NULO#;#NULO#;#NULO#;1,80002E+11;#NULO#;PL;D;DEFERIDO
500016810545005;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;BA;BA;BAHIA;5;SENADOR;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;50001681054;Juntos Vamos Governar;PSOL/REDE;D;DEFERIDO
400016821782803;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AM;AM;AMAZONAS;3;GOVERNADOR;COLIGAÇÃO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;40001682178;AQUI É TRABALHO;REPUBLICANOS / PP / PTB / PSC / PL / PRTB / PMN / UNIÃO / PATRIOTA / AVANTE;D;DEFERIDO
2400016817295507;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SC;SC;SANTA CATARINA;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;-1;#NULO#;#NULO#;#NULO#;2,40002E+11;#NULO#;PSD;D;DEFERIDO
1100016830742303;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MT;MT;MATO GROSSO;3;GOVERNADOR;COLIGAÇÃO;23;CIDADANIA;CIDADANIA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;1,10002E+11;Coligação Mato Grosso Avançando,  Sua Vida Melhorando;PSDB/CIDADANIA / UNIÃO / REPUBLICANOS / PL / MDB / PODE / PSB / PROS;D;DEFERIDO
2700016833666504;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;TO;TO;TOCANTINS;4;VICE-GOVERNADOR;FEDERAÇÃO;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;2,70002E+11;#NULO#;PT/PC DO B/PV;D;DEFERIDO
100016826276507;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AC;AC;ACRE;7;DEPUTADO ESTADUAL;FEDERAÇÃO;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;10001682627;#NULO#;PT/PC DO B/PV;D;DEFERIDO
1400016853773606;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PA;PA;PARÁ;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;36;AGIR;AGIR;-1;#NULO#;#NULO#;#NULO#;1,40002E+11;#NULO#;AGIR;D;DEFERIDO
800016853531510;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;ES;ES;ESPÍRITO SANTO;10;2º SUPLENTE;COLIGAÇÃO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;80001685353;JUNTOS POR UM ESPÍRITO SANTO MAIS FORTE;PSDB/CIDADANIA / MDB / PT/PC DO B/PV / PP / PDT / PODE / PROS / PSB;D;DEFERIDO
800016853534005;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;ES;ES;ESPÍRITO SANTO;5;SENADOR;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;80001685353;JUNTOS POR UM ESPÍRITO SANTO MAIS FORTE;PSDB/CIDADANIA / MDB / PT/PC DO B/PV / PP / PDT / PODE / PROS / PSB;D;DEFERIDO
2500016816183309;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SP;SP;SÃO PAULO;9;1º SUPLENTE;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;-1;#NULO#;#NULO#;#NULO#;2,50002E+11;São Paulo Pode Mais;PTB / PSD / PSC / PMN / PL / REPUBLICANOS;D;DEFERIDO
2300016811463509;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RR;RR;RORAIMA;9;1º SUPLENTE;COLIGAÇÃO;35;PMB;PARTIDO DA MULHER BRASILEIRA;-1;#NULO#;#NULO#;#NULO#;2,30002E+11;RORAIMA MUITO MELHOR;MDB / PSB / PL / PMB;D;DEFERIDO
1500016854731210;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PB;PB;PARAÍBA;10;2º SUPLENTE;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-1;#NULO#;#NULO#;#NULO#;1,50002E+11;#NULO#;PDT;D;DEFERIDO
1700016815469007;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PE;PE;PERNAMBUCO;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;-1;#NULO#;#NULO#;#NULO#;1,70002E+11;#NULO#;PROS;DR;DEFERIDO COM RECURSO
1000016828391005;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MA;MA;MARANHÃO;5;SENADOR;COLIGAÇÃO;10;REPUBLICANOS;REPUBLICANOS;-1;#NULO#;#NULO#;#NULO#;1,00002E+11;JUNTOS PELO TRABALHO;PTB / PDT / PL / AGIR / REPUBLICANOS / PROS;D;DEFERIDO
600016825571109;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;CE;CE;CEARÁ;9;1º SUPLENTE;COLIGAÇÃO;11;PP;PROGRESSISTAS;-1;#NULO#;#NULO#;#NULO#;60001682557;CEARA CADA VEZ MAIS FORTE;PT/PC DO B/PV / MDB / PRTB / PSOL/REDE / SOLIDARIEDADE / PP;D;DEFERIDO
700016833351104;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;DF;DF;DISTRITO FEDERAL;4;VICE-GOVERNADOR;COLIGAÇÃO;11;PP;PROGRESSISTAS;-1;#NULO#;#NULO#;#NULO#;70001683335;UNIDOS PELO DF;AVANTE / PROS / AGIR / PP / SOLIDARIEDADE / MDB / PL;D;DEFERIDO
1000016844423507;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MA;MA;MARANHÃO;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;35;PMB;PARTIDO DA MULHER BRASILEIRA;-1;#NULO#;#NULO#;#NULO#;1,00002E+11;#NULO#;PMB;D;DEFERIDO
1900016814344304;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RJ;RJ;RIO DE JANEIRO;4;VICE-GOVERNADOR;COLIGAÇÃO;43;PV;PARTIDO VERDE;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,90002E+11;A VIDA VAI MELHORAR;PT/PC DO B/PV / PSDB/CIDADANIA / PSOL/REDE / PSB;D;DEFERIDO
1100016830741503;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MT;MT;MATO GROSSO;3;GOVERNADOR;COLIGAÇÃO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;1,10002E+11;Coligação Mato Grosso Avançando,  Sua Vida Melhorando;PSDB/CIDADANIA / UNIÃO / REPUBLICANOS / PL / MDB / PODE / PSB / PROS;D;DEFERIDO
1900016817931504;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RJ;RJ;RIO DE JANEIRO;4;VICE-GOVERNADOR;COLIGAÇÃO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;1,90002E+11;RIO UNIDO E MAIS FORTE;AVANTE / DC / MDB / PL / PMN / PODE / PP / PROS / PRTB / PSC / PTB / REPUBLICANOS / SOLIDARIEDADE / UNIÃO;D;DEFERIDO
2600016826061210;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SE;SE;SERGIPE;10;2º SUPLENTE;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-1;#NULO#;#NULO#;#NULO#;2,60002E+11;NOVO TEMPO PRA SERGIPE;PDT / PSC / UNIÃO / AVANTE / PSD / REPUBLICANOS / PP;D;DEFERIDO
700016833394504;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;DF;DF;DISTRITO FEDERAL;4;VICE-GOVERNADOR;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;70001683339;Coligação para Cuidar das Pessoas - (Federação PSDB Cidadania-DF/PRTB-DF);PSDB/CIDADANIA / PRTB;D;DEFERIDO
900016833377007;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;GO;GO;GOIÁS;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;70;AVANTE;AVANTE;-1;#NULO#;#NULO#;#NULO#;90001683337;#NULO#;AVANTE;D;DEFERIDO
1000016813655106;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MA;MA;MARANHÃO;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;51;PATRIOTA;PATRIOTA;-1;#NULO#;#NULO#;#NULO#;1,00002E+11;#NULO#;PATRIOTA;D;DEFERIDO
100016811231405;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AC;AC;ACRE;5;SENADOR;COLIGAÇÃO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;10001681123;COM A FORÇA DO POVO;PSD / PROS / AVANTE / PTB;D;DEFERIDO
2000016827066510;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RN;RN;RIO GRANDE DO NORTE;10;2º SUPLENTE;COLIGAÇÃO;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;2,00002E+11;O MELHOR VAI COMEÇAR!;PDT / PT/PC DO B/PV / MDB / PROS / REPUBLICANOS;D;DEFERIDO
1400016841064307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PA;PA;PARÁ;7;DEPUTADO ESTADUAL;FEDERAÇÃO;43;PV;PARTIDO VERDE;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,40002E+11;#NULO#;PT/PC DO B/PV;D;DEFERIDO
1800016812924307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PI;PI;PIAUÍ;7;DEPUTADO ESTADUAL;FEDERAÇÃO;43;PV;PARTIDO VERDE;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,80002E+11;#NULO#;PT/PC DO B/PV;D;DEFERIDO
2000016827069009;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RN;RN;RIO GRANDE DO NORTE;9;1º SUPLENTE;COLIGAÇÃO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;-1;#NULO#;#NULO#;#NULO#;2,00002E+11;O MELHOR VAI COMEÇAR!;PDT / PT/PC DO B/PV / MDB / PROS / REPUBLICANOS;D;DEFERIDO
900016833295106;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;GO;GO;GOIÁS;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;51;PATRIOTA;PATRIOTA;-1;#NULO#;#NULO#;#NULO#;90001683329;#NULO#;PATRIOTA;D;DEFERIDO
900016832152307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;GO;GO;GOIÁS;7;DEPUTADO ESTADUAL;FEDERAÇÃO;23;CIDADANIA;CIDADANIA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;90001683215;#NULO#;PSDB/CIDADANIA;D;DEFERIDO
