COD_CHAVE;DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;SG_UF;SG_UE;NM_UE;CD_CARGO;DS_CARGO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NR_FEDERACAO;NM_FEDERACAO;SG_FEDERACAO;DS_COMPOSICAO_FEDERACAO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;CD_SITUACAO_LEGENDA;DS_SITUACAO
2000016816094009;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RN;RN;RIO GRANDE DO NORTE;9;1º SUPLENTE;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;2,00002E+11;COLIGAÇÃO VONTADE DO POVO;AVANTE / PSB / AGIR;D;DEFERIDO
1400016833712303;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PA;PA;PARÁ;3;GOVERNADOR;COLIGAÇÃO;23;CIDADANIA;CIDADANIA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;1,40002E+11;PRA SEGUIR EM FRENTE;MDB / PSDB/CIDADANIA / PT/PC DO B/PV / PP / PSD / PDT / REPUBLICANOS / AVANTE / PODE / UNIÃO / DC / PTB / PSB;D;DEFERIDO
2300016815434306;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RR;RR;RORAIMA;6;DEPUTADO FEDERAL;FEDERAÇÃO;43;PV;PARTIDO VERDE;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;2,30002E+11;#NULO#;PT/PC DO B/PV;D;DEFERIDO
200016845994403;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AL;AL;ALAGOAS;3;GOVERNADOR;COLIGAÇÃO;44;UNIÃO;UNIÃO BRASIL;-1;#NULO#;#NULO#;#NULO#;20001684599;ALAGOAS MERECE MAIS;UNIÃO / PSDB/CIDADANIA / PSB / PP;D;DEFERIDO
100016808231803;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AC;AC;ACRE;3;GOVERNADOR;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;10001680823;#NULO#;PSOL/REDE;D;DEFERIDO
1200016833325507;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MS;MS;MATO GROSSO DO SUL;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;-1;#NULO#;#NULO#;#NULO#;1,20002E+11;#NULO#;PSD;D;DEFERIDO
1700016820791310;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PE;PE;PERNAMBUCO;10;2º SUPLENTE;COLIGAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,70002E+11;FRENTE POPULAR DE PERNAMBUCO;PT/PC DO B/PV / REPUBLICANOS / MDB / PP / PDT / PSB;DR;DEFERIDO COM RECURSO
300016821881104;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AP;AP;AMAPÁ;4;VICE-GOVERNADOR;COLIGAÇÃO;11;PP;PROGRESSISTAS;-1;#NULO#;#NULO#;#NULO#;30001682188;AMAPÁ PARA TODOS ;PSDB/CIDADANIA / REPUBLICANOS / PP / PL / PDT / UNIÃO / SOLIDARIEDADE;D;DEFERIDO
300016830455503;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AP;AP;AMAPÁ;3;GOVERNADOR;COLIGAÇÃO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;-1;#NULO#;#NULO#;#NULO#;30001683045;PRA MUDAR DE VERDADE;PTB / PSC / PROS / PSD / AGIR;D;DEFERIDO
1000016854502806;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MA;MA;MARANHÃO;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;1,00002E+11;#NULO#;PRTB;D;DEFERIDO
2700016832722310;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;TO;TO;TOCANTINS;10;2º SUPLENTE;COLIGAÇÃO;23;CIDADANIA;CIDADANIA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;2,70002E+11;UNIÃO PELO TOCANTINS;PTB / PSC / PDT / UNIÃO / PSDB/CIDADANIA / REPUBLICANOS / SOLIDARIEDADE;DR;DEFERIDO COM RECURSO
1500016822721809;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PB;PB;PARAÍBA;9;1º SUPLENTE;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;1,50002E+11;#NULO#;PSOL/REDE;D;DEFERIDO
800016811301609;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;ES;ES;ESPÍRITO SANTO;9;1º SUPLENTE;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;-1;#NULO#;#NULO#;#NULO#;80001681130;#NULO#;PSTU;D;DEFERIDO
2300016812372810;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RR;RR;RORAIMA;10;2º SUPLENTE;COLIGAÇÃO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;2,30002E+11;RORAIMA TRABALHANDO E DEUS ABENÇOANDO;PP / REPUBLICANOS / PRTB / UNIÃO / PSD;D;DEFERIDO
600016831652006;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;CE;CE;CEARÁ;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;-1;#NULO#;#NULO#;#NULO#;60001683165;#NULO#;PSC;D;DEFERIDO
300016813561205;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AP;AP;AMAPÁ;5;SENADOR;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-1;#NULO#;#NULO#;#NULO#;30001681356;AMAPÁ PARA TODOS;SOLIDARIEDADE / UNIÃO / PP / PL / PSDB/CIDADANIA / PDT / REPUBLICANOS;D;DEFERIDO
400016852813605;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AM;AM;AMAZONAS;5;SENADOR;PARTIDO ISOLADO;36;AGIR;AGIR;-1;#NULO#;#NULO#;#NULO#;40001685281;#NULO#;AGIR;D;DEFERIDO
1100016840849009;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MT;MT;MATO GROSSO;9;1º SUPLENTE;COLIGAÇÃO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;-1;#NULO#;#NULO#;#NULO#;1,10002E+11;Coligação Mato Grosso Avançando, Sua Vida Melhorando;PSDB/CIDADANIA / UNIÃO / REPUBLICANOS / PROS / PL / PODE / MDB / PSB;D;DEFERIDO
400016814991503;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AM;AM;AMAZONAS;3;GOVERNADOR;COLIGAÇÃO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;40001681499;COLIGAÇÃO EM DEFESA DA VIDA;PT/PC DO B/PV / MDB / PSD;D;DEFERIDO
500016812991509;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;BA;BA;BAHIA;9;1º SUPLENTE;COLIGAÇÃO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;50001681299; PELA BAHIA,PELO BRASIL;PT/PC DO B/PV / MDB / PSB / AVANTE / PSD;D;DEFERIDO
2100016846702904;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RS;RS;RIO GRANDE DO SUL;4;VICE-GOVERNADOR;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;-1;#NULO#;#NULO#;#NULO#;2,10002E+11;#NULO#;PCO;IR;INDEFERIDO COM RECURSO
2400016831341410;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SC;SC;SANTA CATARINA;10;2º SUPLENTE;COLIGAÇÃO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;2,40002E+11;Experiência para servir Santa Catarina;PSDB/CIDADANIA / PP / PTB;D;DEFERIDO
1700016820746504;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PE;PE;PERNAMBUCO;4;VICE-GOVERNADOR;COLIGAÇÃO;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,70002E+11;FRENTE POPULAR DE PERNAMBUCO;PT/PC DO B/PV / REPUBLICANOS / MDB / PDT / PP / PSB;DR;DEFERIDO COM RECURSO
1800016814162106;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PI;PI;PIAUÍ;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;21;PCB;PARTIDO COMUNISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;1,80002E+11;#NULO#;PCB;D;DEFERIDO
1100016816392206;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MT;MT;MATO GROSSO;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;22;PL;PARTIDO LIBERAL;-1;#NULO#;#NULO#;#NULO#;1,10002E+11;#NULO#;PL;D;DEFERIDO
600016825575009;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;CE;CE;CEARÁ;9;1º SUPLENTE;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;60001682557;CEARA CADA VEZ MAIS FORTE;PT/PC DO B/PV / MDB / PRTB / PSOL/REDE / SOLIDARIEDADE / PP;D;DEFERIDO
1200016833564505;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MS;MS;MATO GROSSO DO SUL;5;SENADOR;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;1,20002E+11;COLIGAÇÃO TRABALHANDO POR UM NOVO FUTURO II;PDT / PSDB/CIDADANIA / REPUBLICANOS / PL / PSB / PP;D;DEFERIDO
2800016835001401;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;544;Eleição Geral Federal 2022;02/10/2022;BR;BR;BRASIL;1;PRESIDENTE;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;2,80002E+11;#NULO#;PTB;D;DEFERIDO
1500016827933306;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PB;PB;PARAÍBA;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;-1;#NULO#;#NULO#;#NULO#;1,50002E+11;#NULO#;PMN;IN;INDEFERIDO
600016814072203;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;CE;CE;CEARÁ;3;GOVERNADOR;COLIGAÇÃO;22;PL;PARTIDO LIBERAL;-1;#NULO#;#NULO#;#NULO#;60001681407;UNIÃO PELO CEARÁ;PODE / AVANTE / PL / REPUBLICANOS / PTB / PROS / UNIÃO;D;DEFERIDO
600016825601307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;CE;CE;CEARÁ;7;DEPUTADO ESTADUAL;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;60001682560;#NULO#;PT/PC DO B/PV;D;DEFERIDO
100016855022309;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AC;AC;ACRE;9;1º SUPLENTE;FEDERAÇÃO;23;CIDADANIA;CIDADANIA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;10001685502;#NULO#;PSDB/CIDADANIA;IN;INDEFERIDO
2100016821985009;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RS;RS;RIO GRANDE DO SUL;9;1º SUPLENTE;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;2,10002E+11;FRENTE DA ESPERANÇA;PSOL/REDE / PT/PC DO B/PV;D;DEFERIDO
2500016818055010;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SP;SP;SÃO PAULO;10;2º SUPLENTE;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;2,50002E+11;JUNTOS POR SÃO PAULO;PT/PC DO B/PV / AGIR / PSOL/REDE / PSB;D;DEFERIDO
800016832676504;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;ES;ES;ESPÍRITO SANTO;4;VICE-GOVERNADOR;COLIGAÇÃO;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;80001683267;JUNTOS POR UM ESPÍRITO SANTO MAIS FORTE;MDB / PP / PROS / PSB / PODE / PT/PC DO B/PV / PSDB/CIDADANIA / PDT;D;DEFERIDO
2500016816167005;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SP;SP;SÃO PAULO;5;SENADOR;COLIGAÇÃO;70;AVANTE;AVANTE;-1;#NULO#;#NULO#;#NULO#;2,50002E+11;SÃO PAULO PRA FRENTE;PSDB/CIDADANIA / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE;D;DEFERIDO
2300016811461510;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RR;RR;RORAIMA;10;2º SUPLENTE;COLIGAÇÃO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;2,30002E+11;RORAIMA MUITO MELHOR;MDB / PSB / PL / PMB;D;DEFERIDO
200016822537006;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AL;AL;ALAGOAS;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;70;AVANTE;AVANTE;-1;#NULO#;#NULO#;#NULO#;20001682253;#NULO#;AVANTE;D;DEFERIDO
1300016831105110;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MG;MG;MINAS GERAIS;10;2º SUPLENTE;COLIGAÇÃO;51;PATRIOTA;PATRIOTA;-1;#NULO#;#NULO#;#NULO#;1,30002E+11;MINAS NOS TRILHOS ;NOVO / MDB / SOLIDARIEDADE / PATRIOTA / AVANTE / PMN / DC / PP / PODE / AGIR;D;DEFERIDO
1900016810495007;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RJ;RJ;RIO DE JANEIRO;7;DEPUTADO ESTADUAL;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;1,90002E+11;#NULO#;PSOL/REDE;D;DEFERIDO
1300016813494307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MG;MG;MINAS GERAIS;7;DEPUTADO ESTADUAL;FEDERAÇÃO;43;PV;PARTIDO VERDE;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,30002E+11;#NULO#;PT/PC DO B/PV;D;DEFERIDO
300016821884403;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AP;AP;AMAPÁ;3;GOVERNADOR;COLIGAÇÃO;44;UNIÃO;UNIÃO BRASIL;-1;#NULO#;#NULO#;#NULO#;30001682188;AMAPÁ PARA TODOS ;PSDB/CIDADANIA / REPUBLICANOS / PP / PL / PDT / UNIÃO / SOLIDARIEDADE;D;DEFERIDO
400016822305107;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AM;AM;AMAZONAS;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;51;PATRIOTA;PATRIOTA;-1;#NULO#;#NULO#;#NULO#;40001682230;#NULO#;PATRIOTA;D;DEFERIDO
2700016813755109;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;TO;TO;TOCANTINS;9;1º SUPLENTE;PARTIDO ISOLADO;51;PATRIOTA;PATRIOTA;-1;#NULO#;#NULO#;#NULO#;2,70002E+11;#NULO#;PATRIOTA;D;DEFERIDO
200016852002307;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AL;AL;ALAGOAS;7;DEPUTADO ESTADUAL;FEDERAÇÃO;23;CIDADANIA;CIDADANIA;1;Federação PSDB Cidadania;PSDB/CIDADANIA;CIDADANIA / PSDB;20001685200;#NULO#;PSDB/CIDADANIA;IR;INDEFERIDO COM RECURSO
900016831811404;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;GO;GO;GOIÁS;4;VICE-GOVERNADOR;COLIGAÇÃO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;90001683181;Pra Seguir em Frente;MDB / UNIÃO / PODE / PTB / PSC / PSD / AVANTE / PRTB / PP / SOLIDARIEDADE / PROS / PDT;D;DEFERIDO
2100016817791909;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RS;RS;RIO GRANDE DO SUL;9;1º SUPLENTE;COLIGAÇÃO;19;PODE;PODEMOS;-1;#NULO#;#NULO#;#NULO#;2,10002E+11;Um só Rio Grande;UNIÃO / PSDB/CIDADANIA / PSD / MDB / PODE;D;DEFERIDO
2100016854563606;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RS;RS;RIO GRANDE DO SUL;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;36;AGIR;AGIR;-1;#NULO#;#NULO#;#NULO#;2,10002E+11;#NULO#;AGIR;D;DEFERIDO
1400016815844310;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PA;PA;PARÁ;10;2º SUPLENTE;FEDERAÇÃO;43;PV;PARTIDO VERDE;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;1,40002E+11;#NULO#;PT/PC DO B/PV;D;DEFERIDO
300016813561010;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AP;AP;AMAPÁ;10;2º SUPLENTE;COLIGAÇÃO;10;REPUBLICANOS;REPUBLICANOS;-1;#NULO#;#NULO#;#NULO#;30001681356;AMAPÁ PARA TODOS;SOLIDARIEDADE / UNIÃO / PP / PL / PSDB/CIDADANIA / PDT / REPUBLICANOS;D;DEFERIDO
1500016816001106;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;PB;PB;PARAÍBA;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;-1;#NULO#;#NULO#;#NULO#;1,50002E+11;#NULO#;PP;D;DEFERIDO
400016821155509;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AM;AM;AMAZONAS;9;1º SUPLENTE;COLIGAÇÃO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;-1;#NULO#;#NULO#;#NULO#;40001682115;COLIGACAO EM DEFESA DA VIDA;PT/PC DO B/PV / PSD / MDB;D;DEFERIDO
2600016811641907;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SE;SE;SERGIPE;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;19;PODE;PODEMOS;-1;#NULO#;#NULO#;#NULO#;2,60002E+11;#NULO#;PODE;D;DEFERIDO
500016821741007;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;BA;BA;BAHIA;7;DEPUTADO ESTADUAL;PARTIDO ISOLADO;10;REPUBLICANOS;REPUBLICANOS;-1;#NULO#;#NULO#;#NULO#;50001682174;#NULO#;REPUBLICANOS;D;DEFERIDO
2100016821981310;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RS;RS;RIO GRANDE DO SUL;10;2º SUPLENTE;COLIGAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;2;Federação Brasil da Esperança - FE BRASIL;PT/PC DO B/PV;PT / PV / PC DO B;2,10002E+11;FRENTE DA ESPERANÇA;PSOL/REDE / PT/PC DO B/PV;D;DEFERIDO
1300016831107705;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MG;MG;MINAS GERAIS;5;SENADOR;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;-1;#NULO#;#NULO#;#NULO#;1,30002E+11;MINAS NOS TRILHOS ;NOVO / MDB / SOLIDARIEDADE / PATRIOTA / AVANTE / PMN / DC / PP / PODE / AGIR;D;DEFERIDO
1900016817425503;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RJ;RJ;RIO DE JANEIRO;3;GOVERNADOR;COLIGAÇÃO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;-1;#NULO#;#NULO#;#NULO#;1,90002E+11;PRA MUDAR COM QUEM SABE GOVERNAR;PATRIOTA / PDT / PSD / AGIR;D;DEFERIDO
2400016814891806;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;SC;SC;SANTA CATARINA;6;DEPUTADO FEDERAL;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;3;Federação PSOL REDE;PSOL/REDE;REDE / PSOL;2,40002E+11;#NULO#;PSOL/REDE;D;DEFERIDO
1300016831281210;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;MG;MG;MINAS GERAIS;10;2º SUPLENTE;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-1;#NULO#;#NULO#;#NULO#;1,30002E+11;O FUTURO EM NOSSAS MÃOS ;PSDB/CIDADANIA / PDT;D;DEFERIDO
700016822699005;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;DF;DF;DISTRITO FEDERAL;5;SENADOR;COLIGAÇÃO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;-1;#NULO#;#NULO#;#NULO#;70001682269;Unidos pelo DF;MDB / PP / PL / PROS / AGIR / AVANTE;D;DEFERIDO
1900016852192906;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RJ;RJ;RIO DE JANEIRO;6;DEPUTADO FEDERAL;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;-1;#NULO#;#NULO#;#NULO#;1,90002E+11;#NULO#;PCO;IR;INDEFERIDO COM RECURSO
2200016851061409;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;RO;RO;RONDÔNIA;9;1º SUPLENTE;COLIGAÇÃO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;#NULO#;#NULO#;#NULO#;2,20002E+11;Pelo bem de Rondônia. Pelo bem DO Brasil;PL / DC / PTB;D;DEFERIDO
400016821021203;16/09/2022;18:36:41;2022;2;ELEIÇÃO ORDINÁRIA;1;546;Eleições Gerais Estaduais 2022;02/10/2022;AM;AM;AMAZONAS;3;GOVERNADOR;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-1;#NULO#;#NULO#;#NULO#;40001682102;#NULO#;PDT;D;DEFERIDO
